0	3.000244
1	0.000244
2	0.000244
3	0.000244
4	0.000244
5	0.000244
6	0.000244
7	0.000244
8	0.000244
9	0.000244
10	0.000244
11	0.000244
12	0.000244
13	0.000244
14	0.000244
15	0.000244
16	0.000244
17	0.000244
18	0.000244
19	0.000244
20	0.000244
21	0.000244
22	0.000244
23	0.000244
24	0.000244
25	0.000244
26	0.000244
27	0.000244
28	0.000244
29	0.000244
30	0.000244
31	0.000245
32	0.000245
33	0.000245
34	0.000245
35	0.000245
36	0.000245
37	0.000245
38	0.000245
39	0.000245
40	0.000245
41	0.000245
42	0.000245
43	0.000245
44	0.000245
45	0.000245
46	0.000245
47	0.000245
48	0.000245
49	0.000245
50	0.000245
51	0.000245
52	0.000245
53	0.000245
54	0.000245
55	0.000245
56	0.000245
57	0.000245
58	0.000245
59	0.000245
60	0.000246
61	0.000246
62	0.000246
63	0.000246
64	0.000246
65	0.000246
66	0.000246
67	0.000246
68	0.000246
69	0.000246
70	0.000246
71	0.000246
72	0.000246
73	0.000246
74	0.000246
75	0.000246
76	0.000246
77	0.000246
78	0.000246
79	0.000247
80	0.000247
81	0.000247
82	0.000247
83	0.000247
84	0.000247
85	0.000247
86	0.000247
87	0.000247
88	0.000247
89	0.000247
90	0.000247
91	0.000247
92	0.000247
93	0.000247
94	0.000248
95	0.000248
96	0.000248
97	0.000248
98	0.000248
99	0.000248
100	0.000248
101	0.000248
102	0.000248
103	0.000248
104	0.000248
105	0.000248
106	0.000248
107	0.000249
108	0.000249
109	0.000249
110	0.000249
111	0.000249
112	0.000249
113	0.000249
114	0.000249
115	0.000249
116	0.000249
117	0.000249
118	0.000250
119	0.000250
120	0.000250
121	0.000250
122	0.000250
123	0.000250
124	0.000250
125	0.000250
126	0.000250
127	0.000250
128	0.000251
129	0.000251
130	0.000251
131	0.000251
132	0.000251
133	0.000251
134	0.000251
135	0.000251
136	0.000251
137	0.000251
138	0.000252
139	0.000252
140	0.000252
141	0.000252
142	0.000252
143	0.000252
144	0.000252
145	0.000252
146	0.000252
147	0.000253
148	0.000253
149	0.000253
150	0.000253
151	0.000253
152	0.000253
153	0.000253
154	0.000253
155	0.000254
156	0.000254
157	0.000254
158	0.000254
159	0.000254
160	0.000254
161	0.000254
162	0.000254
163	0.000255
164	0.000255
165	0.000255
166	0.000255
167	0.000255
168	0.000255
169	0.000255
170	0.000256
171	0.000256
172	0.000256
173	0.000256
174	0.000256
175	0.000256
176	0.000256
177	0.000257
178	0.000257
179	0.000257
180	0.000257
181	0.000257
182	0.000257
183	0.000257
184	0.000258
185	0.000258
186	0.000258
187	0.000258
188	0.000258
189	0.000258
190	0.000259
191	0.000259
192	0.000259
193	0.000259
194	0.000259
195	0.000259
196	0.000259
197	0.000260
198	0.000260
199	0.000260
200	0.000260
201	0.000260
202	0.000260
203	0.000261
204	0.000261
205	0.000261
206	0.000261
207	0.000261
208	0.000262
209	0.000262
210	0.000262
211	0.000262
212	0.000262
213	0.000262
214	0.000263
215	0.000263
216	0.000263
217	0.000263
218	0.000263
219	0.000264
220	0.000264
221	0.000264
222	0.000264
223	0.000264
224	0.000264
225	0.000265
226	0.000265
227	0.000265
228	0.000265
229	0.000265
230	0.000266
231	0.000266
232	0.000266
233	0.000266
234	0.000266
235	0.000267
236	0.000267
237	0.000267
